GeneID,GeneName,Synonym,Tax_ID,Organism
946146,rsxB,ECK1624,511145,Escherichia coli str. K-12 substr. MG1655
946146,rsxB,rsxB,511145,Escherichia coli str. K-12 substr. MG1655
946145,yceI,yceI,511145,Escherichia coli str. K-12 substr. MG1655
946145,yceI,ECK1041,511145,Escherichia coli str. K-12 substr. MG1655
946144,pntB,ECK1597,511145,Escherichia coli str. K-12 substr. MG1655
946144,pntB,pntB,511145,Escherichia coli str. K-12 substr. MG1655
946143,mmuM,yagD,511145,Escherichia coli str. K-12 substr. MG1655
946143,mmuM,ECK0263,511145,Escherichia coli str. K-12 substr. MG1655
946143,mmuM,mmuM,511145,Escherichia coli str. K-12 substr. MG1655
946142,tqsA,tqsA,511145,Escherichia coli str. K-12 substr. MG1655
946142,tqsA,ECK1596,511145,Escherichia coli str. K-12 substr. MG1655
946142,tqsA,ydgG,511145,Escherichia coli str. K-12 substr. MG1655
946141,topB,topB,511145,Escherichia coli str. K-12 substr. MG1655
946141,topB,ECK1761,511145,Escherichia coli str. K-12 substr. MG1655
946141,topB,mutR,511145,Escherichia coli str. K-12 substr. MG1655
946140,dicF,dicF,511145,Escherichia coli str. K-12 substr. MG1655
946140,dicF,ECK1568,511145,Escherichia coli str. K-12 substr. MG1655
946139,mdtJ,ECK1595,511145,Escherichia coli str. K-12 substr. MG1655
946139,mdtJ,ydgF,511145,Escherichia coli str. K-12 substr. MG1655
946139,mdtJ,mdtJ,511145,Escherichia coli str. K-12 substr. MG1655
946138,ynfM,ECK1591,511145,Escherichia coli str. K-12 substr. MG1655
946138,ynfM,ynfM,511145,Escherichia coli str. K-12 substr. MG1655
946138,ynfM,yzyC,511145,Escherichia coli str. K-12 substr. MG1655
946137,rsxC,rsxC,511145,Escherichia coli str. K-12 substr. MG1655
946137,rsxC,ECK1625,511145,Escherichia coli str. K-12 substr. MG1655
946137,rsxC,ydgN,511145,Escherichia coli str. K-12 substr. MG1655
946136,ynfL,ynfL,511145,Escherichia coli str. K-12 substr. MG1655
946136,ynfL,ECK1590,511145,Escherichia coli str. K-12 substr. MG1655
946135,ynfE,ynfE,511145,Escherichia coli str. K-12 substr. MG1655
946135,ynfE,ECK1582,511145,Escherichia coli str. K-12 substr. MG1655
946134,rsxD,ECK1626,511145,Escherichia coli str. K-12 substr. MG1655
946134,rsxD,rsxD,511145,Escherichia coli str. K-12 substr. MG1655
946134,rsxD,ydgO,511145,Escherichia coli str. K-12 substr. MG1655
946133,ynfD,ynfD,511145,Escherichia coli str. K-12 substr. MG1655
946133,ynfD,ECK1581,511145,Escherichia coli str. K-12 substr. MG1655
946132,poxB,poxB,511145,Escherichia coli str. K-12 substr. MG1655
946132,poxB,ECK0862,511145,Escherichia coli str. K-12 substr. MG1655
946131,ynfC,ynfC,511145,Escherichia coli str. K-12 substr. MG1655
946131,ynfC,ECK1580,511145,Escherichia coli str. K-12 substr. MG1655
946130,intQ,intQ,511145,Escherichia coli str. K-12 substr. MG1655
946130,intQ,ECK1573,511145,Escherichia coli str. K-12 substr. MG1655
946129,kdgR,kdgR,511145,Escherichia coli str. K-12 substr. MG1655
946129,kdgR,ECK1826,511145,Escherichia coli str. K-12 substr. MG1655
946129,kdgR,yebP,511145,Escherichia coli str. K-12 substr. MG1655
946128,sufC,ECK1678,511145,Escherichia coli str. K-12 substr. MG1655
946128,sufC,sufC,511145,Escherichia coli str. K-12 substr. MG1655
946128,sufC,ynhD,511145,Escherichia coli str. K-12 substr. MG1655
946127,rspB,ECK1575,511145,Escherichia coli str. K-12 substr. MG1655
946127,rspB,rspB,511145,Escherichia coli str. K-12 substr. MG1655
946126,rspA,rspA,511145,Escherichia coli str. K-12 substr. MG1655
946126,rspA,ECK1576,511145,Escherichia coli str. K-12 substr. MG1655
946125,ynfA,ynfA,511145,Escherichia coli str. K-12 substr. MG1655
946125,ynfA,ECK1577,511145,Escherichia coli str. K-12 substr. MG1655
946124,ybfO,ECK0691,511145,Escherichia coli str. K-12 substr. MG1655
946124,ybfO,ybfO,511145,Escherichia coli str. K-12 substr. MG1655
946123,yfjH,ECK2619,511145,Escherichia coli str. K-12 substr. MG1655
946123,yfjH,yfjH,511145,Escherichia coli str. K-12 substr. MG1655
946122,frr,ECK0171,511145,Escherichia coli str. K-12 substr. MG1655
946122,frr,frr,511145,Escherichia coli str. K-12 substr. MG1655
946122,frr,rrf,511145,Escherichia coli str. K-12 substr. MG1655
946121,paaJ,ECK1394,511145,Escherichia coli str. K-12 substr. MG1655
946121,paaJ,ydbW,511145,Escherichia coli str. K-12 substr. MG1655
946121,paaJ,paaJ,511145,Escherichia coli str. K-12 substr. MG1655
946120,dicC,dicC,511145,Escherichia coli str. K-12 substr. MG1655
946120,dicC,ftsT,511145,Escherichia coli str. K-12 substr. MG1655
946120,dicC,ECK1563,511145,Escherichia coli str. K-12 substr. MG1655
946119,ynfB,ynfB,511145,Escherichia coli str. K-12 substr. MG1655
946119,ynfB,ECK1578,511145,Escherichia coli str. K-12 substr. MG1655
946118,insD-7,ECK1572,511145,Escherichia coli str. K-12 substr. MG1655
946118,insD-7,insD,511145,Escherichia coli str. K-12 substr. MG1655
946118,insD-7,insD-7,511145,Escherichia coli str. K-12 substr. MG1655
946117,speG,ECK1579,511145,Escherichia coli str. K-12 substr. MG1655
946117,speG,speG,511145,Escherichia coli str. K-12 substr. MG1655
946116,pyrG,pyrG,511145,Escherichia coli str. K-12 substr. MG1655
946116,pyrG,ECK2774,511145,Escherichia coli str. K-12 substr. MG1655
946115,ycgM,ECK1168,511145,Escherichia coli str. K-12 substr. MG1655
946115,ycgM,ycgM,511145,Escherichia coli str. K-12 substr. MG1655
946114,ygcN,ygcN,511145,Escherichia coli str. K-12 substr. MG1655
946114,ygcN,ECK2761,511145,Escherichia coli str. K-12 substr. MG1655
946113,ydfE,ECK1571,511145,Escherichia coli str. K-12 substr. MG1655
946113,ydfE,ydfE,511145,Escherichia coli str. K-12 substr. MG1655
946112,ydfX,ydfX,511145,Escherichia coli str. K-12 substr. MG1655
946112,ydfX,ECK1562,511145,Escherichia coli str. K-12 substr. MG1655
946111,ydfW,ydfW,511145,Escherichia coli str. K-12 substr. MG1655
946111,ydfW,intK,511145,Escherichia coli str. K-12 substr. MG1655
946111,ydfW,ECK1561,511145,Escherichia coli str. K-12 substr. MG1655
946110,dicB,ECK1569,511145,Escherichia coli str. K-12 substr. MG1655
946110,dicB,dicB,511145,Escherichia coli str. K-12 substr. MG1655
946110,dicB,ftsT,511145,Escherichia coli str. K-12 substr. MG1655
946109,rem,rem,511145,Escherichia coli str. K-12 substr. MG1655
946109,rem,ECK1555,511145,Escherichia coli str. K-12 substr. MG1655
946108,ydfU,ECK1554,511145,Escherichia coli str. K-12 substr. MG1655
946108,ydfU,ydfU,511145,Escherichia coli str. K-12 substr. MG1655
946107,ydfC,ydfC,511145,Escherichia coli str. K-12 substr. MG1655
946107,ydfC,ECK1567,511145,Escherichia coli str. K-12 substr. MG1655
946106,copA,copA,511145,Escherichia coli str. K-12 substr. MG1655
946106,copA,ybaR,511145,Escherichia coli str. K-12 substr. MG1655
946106,copA,ECK0478,511145,Escherichia coli str. K-12 substr. MG1655
946105,lsrC,lsrC,511145,Escherichia coli str. K-12 substr. MG1655
946105,lsrC,ECK1507,511145,Escherichia coli str. K-12 substr. MG1655
946105,lsrC,ydeY,511145,Escherichia coli str. K-12 substr. MG1655
946104,bssS,ECK1045,511145,Escherichia coli str. K-12 substr. MG1655
946104,bssS,bssS,511145,Escherichia coli str. K-12 substr. MG1655
946104,bssS,yceP,511145,Escherichia coli str. K-12 substr. MG1655
946103,ydfT,quuQ,511145,Escherichia coli str. K-12 substr. MG1655
946103,ydfT,ydfT,511145,Escherichia coli str. K-12 substr. MG1655
946103,ydfT,ECK1553,511145,Escherichia coli str. K-12 substr. MG1655
946102,ydfD,ydfD,511145,Escherichia coli str. K-12 substr. MG1655
946102,ydfD,ECK1570,511145,Escherichia coli str. K-12 substr. MG1655
946101,rzpQ,ydfP,511145,Escherichia coli str. K-12 substr. MG1655
946101,rzpQ,rzpQ,511145,Escherichia coli str. K-12 substr. MG1655
946101,rzpQ,ECK1547,511145,Escherichia coli str. K-12 substr. MG1655
946100,rrrQ,rrrQ,511145,Escherichia coli str. K-12 substr. MG1655
946100,rrrQ,ydfQ,511145,Escherichia coli str. K-12 substr. MG1655
946100,rrrQ,ECK1548,511145,Escherichia coli str. K-12 substr. MG1655
946099,cspI,cspI,511145,Escherichia coli str. K-12 substr. MG1655
946099,cspI,ECK1546,511145,Escherichia coli str. K-12 substr. MG1655
946099,cspI,cspJ,511145,Escherichia coli str. K-12 substr. MG1655
946098,ydfN,ECK1540,511145,Escherichia coli str. K-12 substr. MG1655
946098,ydfN,ydfN,511145,Escherichia coli str. K-12 substr. MG1655
946098,ydfN,stfQ,511145,Escherichia coli str. K-12 substr. MG1655
946097,ynfN,ynfN,511145,Escherichia coli str. K-12 substr. MG1655
946097,ynfN,ECK1545,511145,Escherichia coli str. K-12 substr. MG1655
946096,prc,tsp,511145,Escherichia coli str. K-12 substr. MG1655
946096,prc,prc,511145,Escherichia coli str. K-12 substr. MG1655
946096,prc,ECK1829,511145,Escherichia coli str. K-12 substr. MG1655
946095,ydfR,ydfR,511145,Escherichia coli str. K-12 substr. MG1655
946095,ydfR,ECK1549,511145,Escherichia coli str. K-12 substr. MG1655
946094,flhE,flhE,511145,Escherichia coli str. K-12 substr. MG1655
946094,flhE,ECK1879,511145,Escherichia coli str. K-12 substr. MG1655
946093,essQ,essQ,511145,Escherichia coli str. K-12 substr. MG1655
946093,essQ,ydfS,511145,Escherichia coli str. K-12 substr. MG1655
946093,essQ,ECK1550,511145,Escherichia coli str. K-12 substr. MG1655
946092,rclA,ECK0303,511145,Escherichia coli str. K-12 substr. MG1655
946092,rclA,ykgC,511145,Escherichia coli str. K-12 substr. MG1655
946092,rclA,rclA,511145,Escherichia coli str. K-12 substr. MG1655
946091,cspB,cspB,511145,Escherichia coli str. K-12 substr. MG1655
946091,cspB,ECK1551,511145,Escherichia coli str. K-12 substr. MG1655
946090,cspF,cspF,511145,Escherichia coli str. K-12 substr. MG1655
946090,cspF,ECK1552,511145,Escherichia coli str. K-12 substr. MG1655
946089,ytjB,smp,511145,Escherichia coli str. K-12 substr. MG1655
946089,ytjB,ECK4379,511145,Escherichia coli str. K-12 substr. MG1655
946089,ytjB,ytjB,511145,Escherichia coli str. K-12 substr. MG1655
946088,pinQ,ECK1538,511145,Escherichia coli str. K-12 substr. MG1655
946088,pinQ,pinQ,511145,Escherichia coli str. K-12 substr. MG1655
946088,pinQ,ydfL,511145,Escherichia coli str. K-12 substr. MG1655
946087,ydfH,ECK1533,511145,Escherichia coli str. K-12 substr. MG1655
946087,ydfH,ydfH,511145,Escherichia coli str. K-12 substr. MG1655
946086,msrC,ECK1831,511145,Escherichia coli str. K-12 substr. MG1655
946086,msrC,yebR,511145,Escherichia coli str. K-12 substr. MG1655
946086,msrC,msrC,511145,Escherichia coli str. K-12 substr. MG1655
946085,ydfG,ECK1532,511145,Escherichia coli str. K-12 substr. MG1655
946085,ydfG,ydfG,511145,Escherichia coli str. K-12 substr. MG1655
946084,dcp,dcp,511145,Escherichia coli str. K-12 substr. MG1655
946084,dcp,ECK1531,511145,Escherichia coli str. K-12 substr. MG1655
946083,ydeE,ECK1527,511145,Escherichia coli str. K-12 substr. MG1655
946083,ydeE,ydeF,511145,Escherichia coli str. K-12 substr. MG1655
946083,ydeE,ydeE,511145,Escherichia coli str. K-12 substr. MG1655
946082,ydfA,ECK1565,511145,Escherichia coli str. K-12 substr. MG1655
946082,ydfA,ydfA,511145,Escherichia coli str. K-12 substr. MG1655
946081,eamA,eamA,511145,Escherichia coli str. K-12 substr. MG1655
946081,eamA,ydeD,511145,Escherichia coli str. K-12 substr. MG1655
946081,eamA,ECK1526,511145,Escherichia coli str. K-12 substr. MG1655
946080,yneK,ECK1520,511145,Escherichia coli str. K-12 substr. MG1655
946080,yneK,yneK,511145,Escherichia coli str. K-12 substr. MG1655
946079,yneJ,yneJ,511145,Escherichia coli str. K-12 substr. MG1655
946079,yneJ,ECK1519,511145,Escherichia coli str. K-12 substr. MG1655
946078,ynaE,ynaE,511145,Escherichia coli str. K-12 substr. MG1655
946078,ynaE,ECK1370,511145,Escherichia coli str. K-12 substr. MG1655
946077,ydhC,ydhC,511145,Escherichia coli str. K-12 substr. MG1655
946077,ydhC,ECK1656,511145,Escherichia coli str. K-12 substr. MG1655
946076,htpX,ECK1828,511145,Escherichia coli str. K-12 substr. MG1655
946076,htpX,htpX,511145,Escherichia coli str. K-12 substr. MG1655
946075,dgcZ,dgcZ,511145,Escherichia coli str. K-12 substr. MG1655
946075,dgcZ,ydeG,511145,Escherichia coli str. K-12 substr. MG1655
946075,dgcZ,ECK1528,511145,Escherichia coli str. K-12 substr. MG1655
946075,dgcZ,ydeH,511145,Escherichia coli str. K-12 substr. MG1655
946074,tam,yneD,511145,Escherichia coli str. K-12 substr. MG1655
946074,tam,tam,511145,Escherichia coli str. K-12 substr. MG1655
946074,tam,ECK1512,511145,Escherichia coli str. K-12 substr. MG1655
946074,tam,lsrE,511145,Escherichia coli str. K-12 substr. MG1655
946073,lsrG,lsrG,511145,Escherichia coli str. K-12 substr. MG1655
946073,lsrG,ECK1511,511145,Escherichia coli str. K-12 substr. MG1655
946073,lsrG,yneC,511145,Escherichia coli str. K-12 substr. MG1655
946072,leuL,leulL,511145,Escherichia coli str. K-12 substr. MG1655
946072,leuL,leuLP,511145,Escherichia coli str. K-12 substr. MG1655
946072,leuL,ECK0077,511145,Escherichia coli str. K-12 substr. MG1655
946072,leuL,leuIP,511145,Escherichia coli str. K-12 substr. MG1655
946072,leuL,leulLP,511145,Escherichia coli str. K-12 substr. MG1655
946072,leuL,leuL,511145,Escherichia coli str. K-12 substr. MG1655
946071,lsrF,ECK1510,511145,Escherichia coli str. K-12 substr. MG1655
946071,lsrF,yneB,511145,Escherichia coli str. K-12 substr. MG1655
946071,lsrF,lsrF,511145,Escherichia coli str. K-12 substr. MG1655
946070,lsrR,ECK1505,511145,Escherichia coli str. K-12 substr. MG1655
946070,lsrR,lsrR,511145,Escherichia coli str. K-12 substr. MG1655
946070,lsrR,ydeW,511145,Escherichia coli str. K-12 substr. MG1655
946069,lsrK,ydeV,511145,Escherichia coli str. K-12 substr. MG1655
946069,lsrK,lsrK,511145,Escherichia coli str. K-12 substr. MG1655
946069,lsrK,ECK1504,511145,Escherichia coli str. K-12 substr. MG1655
946068,ydeI,ydeI,511145,Escherichia coli str. K-12 substr. MG1655
946068,ydeI,ECK1529,511145,Escherichia coli str. K-12 substr. MG1655
946067,ydeJ,ydeJ,511145,Escherichia coli str. K-12 substr. MG1655
946067,ydeJ,ECK1530,511145,Escherichia coli str. K-12 substr. MG1655
946066,idnK,ECK4261,511145,Escherichia coli str. K-12 substr. MG1655
946066,idnK,gntV,511145,Escherichia coli str. K-12 substr. MG1655
946066,idnK,idnK,511145,Escherichia coli str. K-12 substr. MG1655
946065,hipB,hipB,511145,Escherichia coli str. K-12 substr. MG1655
946065,hipB,ECK1501,511145,Escherichia coli str. K-12 substr. MG1655
946064,hipA,ECK1500,511145,Escherichia coli str. K-12 substr. MG1655
946064,hipA,hipA,511145,Escherichia coli str. K-12 substr. MG1655
946063,yneL,yneL,511145,Escherichia coli str. K-12 substr. MG1655
946063,yneL,ECK1499,511145,Escherichia coli str. K-12 substr. MG1655
946062,tfaR,ECK1368,511145,Escherichia coli str. K-12 substr. MG1655
946062,tfaR,tfaR,511145,Escherichia coli str. K-12 substr. MG1655
946062,tfaR,ynaC,511145,Escherichia coli str. K-12 substr. MG1655
946061,safA,yneN,511145,Escherichia coli str. K-12 substr. MG1655
946061,safA,ECK4475,511145,Escherichia coli str. K-12 substr. MG1655
946061,safA,safA,511145,Escherichia coli str. K-12 substr. MG1655
946060,tfaQ,ECK1539,511145,Escherichia coli str. K-12 substr. MG1655
946060,tfaQ,ydfM,511145,Escherichia coli str. K-12 substr. MG1655
946060,tfaQ,tfaQ,511145,Escherichia coli str. K-12 substr. MG1655
946059,pqqL,pqqL,511145,Escherichia coli str. K-12 substr. MG1655
946059,pqqL,pqqE,511145,Escherichia coli str. K-12 substr. MG1655
946059,pqqL,pqqM,511145,Escherichia coli str. K-12 substr. MG1655
946059,pqqL,yddC,511145,Escherichia coli str. K-12 substr. MG1655
946059,pqqL,ECK1488,511145,Escherichia coli str. K-12 substr. MG1655
946058,gadB,ECK1487,511145,Escherichia coli str. K-12 substr. MG1655
946058,gadB,gadB,511145,Escherichia coli str. K-12 substr. MG1655
946057,gadC,xasA,511145,Escherichia coli str. K-12 substr. MG1655
946057,gadC,acsA,511145,Escherichia coli str. K-12 substr. MG1655
946057,gadC,ECK1486,511145,Escherichia coli str. K-12 substr. MG1655
946057,gadC,gadC,511145,Escherichia coli str. K-12 substr. MG1655
946056,ppiD,ECK0435,511145,Escherichia coli str. K-12 substr. MG1655
946056,ppiD,ybaU,511145,Escherichia coli str. K-12 substr. MG1655
946056,ppiD,ppiD,511145,Escherichia coli str. K-12 substr. MG1655
946055,ydeP,ECK1494,511145,Escherichia coli str. K-12 substr. MG1655
946055,ydeP,ydeP,511145,Escherichia coli str. K-12 substr. MG1655
946054,gnsB,gnsB,511145,Escherichia coli str. K-12 substr. MG1655
946054,gnsB,ECK1544,511145,Escherichia coli str. K-12 substr. MG1655
946054,gnsB,ydfY,511145,Escherichia coli str. K-12 substr. MG1655
946053,tmcA,ypfI,511145,Escherichia coli str. K-12 substr. MG1655
946053,tmcA,ECK2470,511145,Escherichia coli str. K-12 substr. MG1655
946053,tmcA,tmcA,511145,Escherichia coli str. K-12 substr. MG1655
946052,ddpA,ddpA,511145,Escherichia coli str. K-12 substr. MG1655
946052,ddpA,yddS,511145,Escherichia coli str. K-12 substr. MG1655
946052,ddpA,ECK1481,511145,Escherichia coli str. K-12 substr. MG1655
946051,ygiW,ECK3015,511145,Escherichia coli str. K-12 substr. MG1655
946051,ygiW,ygiW,511145,Escherichia coli str. K-12 substr. MG1655
946051,ygiW,visP,511145,Escherichia coli str. K-12 substr. MG1655
946050,ydeQ,ECK1495,511145,Escherichia coli str. K-12 substr. MG1655
946050,ydeQ,ydeQ,511145,Escherichia coli str. K-12 substr. MG1655
946049,ydeR,ydeR,511145,Escherichia coli str. K-12 substr. MG1655
946049,ydeR,ECK1496,511145,Escherichia coli str. K-12 substr. MG1655
946048,yebQ,ECK1827,511145,Escherichia coli str. K-12 substr. MG1655
946048,yebQ,yebQ,511145,Escherichia coli str. K-12 substr. MG1655
946047,ydeS,ydeS,511145,Escherichia coli str. K-12 substr. MG1655
946047,ydeS,ECK1497,511145,Escherichia coli str. K-12 substr. MG1655
946046,arfB,arfB,511145,Escherichia coli str. K-12 substr. MG1655
946046,arfB,yaeJ,511145,Escherichia coli str. K-12 substr. MG1655
946046,arfB,ECK0191,511145,Escherichia coli str. K-12 substr. MG1655
946045,kdpA,kac,511145,Escherichia coli str. K-12 substr. MG1655
946045,kdpA,kdpA,511145,Escherichia coli str. K-12 substr. MG1655
946045,kdpA,ECK0686,511145,Escherichia coli str. K-12 substr. MG1655
946044,ddpB,ECK1480,511145,Escherichia coli str. K-12 substr. MG1655
946044,ddpB,ddpB,511145,Escherichia coli str. K-12 substr. MG1655
946044,ddpB,yddR,511145,Escherichia coli str. K-12 substr. MG1655
946043,osmC,ECK1476,511145,Escherichia coli str. K-12 substr. MG1655
946043,osmC,osmC,511145,Escherichia coli str. K-12 substr. MG1655
946042,ydeT,ECK1498,511145,Escherichia coli str. K-12 substr. MG1655
946042,ydeT,fmlC,511145,Escherichia coli str. K-12 substr. MG1655
946042,ydeT,ydeT,511145,Escherichia coli str. K-12 substr. MG1655
946041,bdm,ECK1475,511145,Escherichia coli str. K-12 substr. MG1655
946041,bdm,bdm,511145,Escherichia coli str. K-12 substr. MG1655
946041,bdm,yddX,511145,Escherichia coli str. K-12 substr. MG1655
946040,yddM,ECK1471,511145,Escherichia coli str. K-12 substr. MG1655
946040,yddM,yddM,511145,Escherichia coli str. K-12 substr. MG1655
946039,frsA,frsA,511145,Escherichia coli str. K-12 substr. MG1655
946039,frsA,yafA,511145,Escherichia coli str. K-12 substr. MG1655
946039,frsA,ECK0240,511145,Escherichia coli str. K-12 substr. MG1655
946038,fdnI,fdnI,511145,Escherichia coli str. K-12 substr. MG1655
946038,fdnI,ECK1470,511145,Escherichia coli str. K-12 substr. MG1655
946037,metV,metZ-beta,511145,Escherichia coli str. K-12 substr. MG1655
946037,metV,metZb,511145,Escherichia coli str. K-12 substr. MG1655
946037,metV,ECK2812,511145,Escherichia coli str. K-12 substr. MG1655
946037,metV,metZbeta,511145,Escherichia coli str. K-12 substr. MG1655
946037,metV,metV,511145,Escherichia coli str. K-12 substr. MG1655
