GeneID,GeneName,Synonym,Tax_ID,Organism
946299,ydjL,ydjL,511145,Escherichia coli str. K-12 substr. MG1655
946298,fdrA,fdrA,511145,Escherichia coli str. K-12 substr. MG1655
946298,fdrA,ylbD,511145,Escherichia coli str. K-12 substr. MG1655
946298,fdrA,ECK0511,511145,Escherichia coli str. K-12 substr. MG1655
946297,yeaG,yeaG,511145,Escherichia coli str. K-12 substr. MG1655
946297,yeaG,ECK1781,511145,Escherichia coli str. K-12 substr. MG1655
946296,yeaH,ECK1782,511145,Escherichia coli str. K-12 substr. MG1655
946296,yeaH,yeaH,511145,Escherichia coli str. K-12 substr. MG1655
946295,yccM,yccM,511145,Escherichia coli str. K-12 substr. MG1655
946295,yccM,ECK0983,511145,Escherichia coli str. K-12 substr. MG1655
946294,yoaI,yoaI,511145,Escherichia coli str. K-12 substr. MG1655
946294,yoaI,ECK1786,511145,Escherichia coli str. K-12 substr. MG1655
946293,ydjK,ECK1773,511145,Escherichia coli str. K-12 substr. MG1655
946293,ydjK,ydjK,511145,Escherichia coli str. K-12 substr. MG1655
946292,ydjJ,ydjJ,511145,Escherichia coli str. K-12 substr. MG1655
946292,ydjJ,ECK1772,511145,Escherichia coli str. K-12 substr. MG1655
946291,ydjI,ECK1771,511145,Escherichia coli str. K-12 substr. MG1655
946291,ydjI,ydjI,511145,Escherichia coli str. K-12 substr. MG1655
946290,dgcJ,ECK1784,511145,Escherichia coli str. K-12 substr. MG1655
946290,dgcJ,yeaJ,511145,Escherichia coli str. K-12 substr. MG1655
946290,dgcJ,dgcJ,511145,Escherichia coli str. K-12 substr. MG1655
946289,torT,yccH,511145,Escherichia coli str. K-12 substr. MG1655
946289,torT,ECK0985,511145,Escherichia coli str. K-12 substr. MG1655
946289,torT,torT,511145,Escherichia coli str. K-12 substr. MG1655
946288,cusC,ylcB,511145,Escherichia coli str. K-12 substr. MG1655
946288,cusC,cusC,511145,Escherichia coli str. K-12 substr. MG1655
946288,cusC,ibeB,511145,Escherichia coli str. K-12 substr. MG1655
946288,cusC,ECK0564,511145,Escherichia coli str. K-12 substr. MG1655
946287,puuP,ycjJ,511145,Escherichia coli str. K-12 substr. MG1655
946287,puuP,puuP,511145,Escherichia coli str. K-12 substr. MG1655
946287,puuP,ECK1291,511145,Escherichia coli str. K-12 substr. MG1655
946286,yafD,ECK0209,511145,Escherichia coli str. K-12 substr. MG1655
946286,yafD,yafD,511145,Escherichia coli str. K-12 substr. MG1655
946285,ydjH,ydjH,511145,Escherichia coli str. K-12 substr. MG1655
946285,ydjH,ECK1770,511145,Escherichia coli str. K-12 substr. MG1655
946284,mmuP,ECK0262,511145,Escherichia coli str. K-12 substr. MG1655
946284,mmuP,mmuP,511145,Escherichia coli str. K-12 substr. MG1655
946284,mmuP,ykfD,511145,Escherichia coli str. K-12 substr. MG1655
946283,ydjG,ydjG,511145,Escherichia coli str. K-12 substr. MG1655
946283,ydjG,ECK1769,511145,Escherichia coli str. K-12 substr. MG1655
946282,nupG,ECK2959,511145,Escherichia coli str. K-12 substr. MG1655
946282,nupG,nupG,511145,Escherichia coli str. K-12 substr. MG1655
946281,sppA,sppA,511145,Escherichia coli str. K-12 substr. MG1655
946281,sppA,ECK1764,511145,Escherichia coli str. K-12 substr. MG1655
946279,ynjH,ynjH,511145,Escherichia coli str. K-12 substr. MG1655
946279,ynjH,ECK1758,511145,Escherichia coli str. K-12 substr. MG1655
946278,ansA,ECK1765,511145,Escherichia coli str. K-12 substr. MG1655
946278,ansA,ansA,511145,Escherichia coli str. K-12 substr. MG1655
946277,nudG,orf135,511145,Escherichia coli str. K-12 substr. MG1655
946277,nudG,ynjG,511145,Escherichia coli str. K-12 substr. MG1655
946277,nudG,ECK1757,511145,Escherichia coli str. K-12 substr. MG1655
946277,nudG,nudG,511145,Escherichia coli str. K-12 substr. MG1655
946276,pncA,ydjB,511145,Escherichia coli str. K-12 substr. MG1655
946276,pncA,nam,511145,Escherichia coli str. K-12 substr. MG1655
946276,pncA,pncA,511145,Escherichia coli str. K-12 substr. MG1655
946276,pncA,ECK1766,511145,Escherichia coli str. K-12 substr. MG1655
946274,ydjE,ECK1767,511145,Escherichia coli str. K-12 substr. MG1655
946274,ydjE,ydjE,511145,Escherichia coli str. K-12 substr. MG1655
946273,ynjC,ECK1753,511145,Escherichia coli str. K-12 substr. MG1655
946273,ynjC,ynjC,511145,Escherichia coli str. K-12 substr. MG1655
946272,ydjF,ECK1768,511145,Escherichia coli str. K-12 substr. MG1655
946272,ydjF,ydjF,511145,Escherichia coli str. K-12 substr. MG1655
946271,ynjB,ECK1752,511145,Escherichia coli str. K-12 substr. MG1655
946271,ynjB,ynjB,511145,Escherichia coli str. K-12 substr. MG1655
946270,ynjA,ECK1751,511145,Escherichia coli str. K-12 substr. MG1655
946270,ynjA,ynjA,511145,Escherichia coli str. K-12 substr. MG1655
946269,ydjZ,ydjZ,511145,Escherichia coli str. K-12 substr. MG1655
946269,ydjZ,ECK1750,511145,Escherichia coli str. K-12 substr. MG1655
946268,entS,ECK0584,511145,Escherichia coli str. K-12 substr. MG1655
946268,entS,entS,511145,Escherichia coli str. K-12 substr. MG1655
946268,entS,ybdA,511145,Escherichia coli str. K-12 substr. MG1655
946267,torA,ECK0988,511145,Escherichia coli str. K-12 substr. MG1655
946267,torA,torA,511145,Escherichia coli str. K-12 substr. MG1655
946266,chbF,chbF,511145,Escherichia coli str. K-12 substr. MG1655
946266,chbF,celF,511145,Escherichia coli str. K-12 substr. MG1655
946266,chbF,ECK1732,511145,Escherichia coli str. K-12 substr. MG1655
946266,chbF,ydjD,511145,Escherichia coli str. K-12 substr. MG1655
946265,ygeH,ygeH,511145,Escherichia coli str. K-12 substr. MG1655
946265,ygeH,ECK2850,511145,Escherichia coli str. K-12 substr. MG1655
946264,lsrD,lsrD,511145,Escherichia coli str. K-12 substr. MG1655
946264,lsrD,ydeZ,511145,Escherichia coli str. K-12 substr. MG1655
946264,lsrD,ECK1508,511145,Escherichia coli str. K-12 substr. MG1655
946263,paaG,paaG,511145,Escherichia coli str. K-12 substr. MG1655
946263,paaG,ECK1391,511145,Escherichia coli str. K-12 substr. MG1655
946263,paaG,ydbT,511145,Escherichia coli str. K-12 substr. MG1655
946262,rluA,ECK0059,511145,Escherichia coli str. K-12 substr. MG1655
946262,rluA,yabO,511145,Escherichia coli str. K-12 substr. MG1655
946262,rluA,rluA,511145,Escherichia coli str. K-12 substr. MG1655
946261,astA,ydjV,511145,Escherichia coli str. K-12 substr. MG1655
946261,astA,astA,511145,Escherichia coli str. K-12 substr. MG1655
946261,astA,ECK1745,511145,Escherichia coli str. K-12 substr. MG1655
946260,astD,ECK1744,511145,Escherichia coli str. K-12 substr. MG1655
946260,astD,astD,511145,Escherichia coli str. K-12 substr. MG1655
946260,astD,ydjU,511145,Escherichia coli str. K-12 substr. MG1655
946259,astB,ECK1743,511145,Escherichia coli str. K-12 substr. MG1655
946259,astB,astB,511145,Escherichia coli str. K-12 substr. MG1655
946259,astB,ydjT,511145,Escherichia coli str. K-12 substr. MG1655
946257,lptE,lptE,511145,Escherichia coli str. K-12 substr. MG1655
946257,lptE,ECK0634,511145,Escherichia coli str. K-12 substr. MG1655
946257,lptE,rlpB,511145,Escherichia coli str. K-12 substr. MG1655
946256,astE,astE,511145,Escherichia coli str. K-12 substr. MG1655
946256,astE,ECK1742,511145,Escherichia coli str. K-12 substr. MG1655
946256,astE,ydjS,511145,Escherichia coli str. K-12 substr. MG1655
946255,astC,ECK1746,511145,Escherichia coli str. K-12 substr. MG1655
946255,astC,astC,511145,Escherichia coli str. K-12 substr. MG1655
946255,astC,argM,511145,Escherichia coli str. K-12 substr. MG1655
946255,astC,cstC,511145,Escherichia coli str. K-12 substr. MG1655
946255,astC,ydjW,511145,Escherichia coli str. K-12 substr. MG1655
946254,xthA,xth,511145,Escherichia coli str. K-12 substr. MG1655
946254,xthA,xthA,511145,Escherichia coli str. K-12 substr. MG1655
946254,xthA,ECK1747,511145,Escherichia coli str. K-12 substr. MG1655
946253,spy,spy,511145,Escherichia coli str. K-12 substr. MG1655
946253,spy,ECK1741,511145,Escherichia coli str. K-12 substr. MG1655
946252,torC,ECK0987,511145,Escherichia coli str. K-12 substr. MG1655
946252,torC,torC,511145,Escherichia coli str. K-12 substr. MG1655
946251,ygjH,ECK3064,511145,Escherichia coli str. K-12 substr. MG1655
946251,ygjH,ygjH,511145,Escherichia coli str. K-12 substr. MG1655
946250,ydjX,ydjX,511145,Escherichia coli str. K-12 substr. MG1655
946250,ydjX,ECK1748,511145,Escherichia coli str. K-12 substr. MG1655
946249,rlmN,rlmN,511145,Escherichia coli str. K-12 substr. MG1655
946249,rlmN,ECK2513,511145,Escherichia coli str. K-12 substr. MG1655
946249,rlmN,yfgB,511145,Escherichia coli str. K-12 substr. MG1655
946248,ydjY,ydjY,511145,Escherichia coli str. K-12 substr. MG1655
946248,ydjY,ECK1749,511145,Escherichia coli str. K-12 substr. MG1655
946247,chbR,celD,511145,Escherichia coli str. K-12 substr. MG1655
946247,chbR,chbR,511145,Escherichia coli str. K-12 substr. MG1655
946247,chbR,ECK1733,511145,Escherichia coli str. K-12 substr. MG1655
946246,fiu,ECK0794,511145,Escherichia coli str. K-12 substr. MG1655
946246,fiu,ybiL,511145,Escherichia coli str. K-12 substr. MG1655
946246,fiu,fiu,511145,Escherichia coli str. K-12 substr. MG1655
946245,ves,ves,511145,Escherichia coli str. K-12 substr. MG1655
946245,ves,ECK1740,511145,Escherichia coli str. K-12 substr. MG1655
946245,ves,ydjR,511145,Escherichia coli str. K-12 substr. MG1655
946244,chbA,ECK1734,511145,Escherichia coli str. K-12 substr. MG1655
946244,chbA,chbA,511145,Escherichia coli str. K-12 substr. MG1655
946244,chbA,celC,511145,Escherichia coli str. K-12 substr. MG1655
946243,ybdG,ECK0569,511145,Escherichia coli str. K-12 substr. MG1655
946243,ybdG,ybdG,511145,Escherichia coli str. K-12 substr. MG1655
946242,tsx,nupA,511145,Escherichia coli str. K-12 substr. MG1655
946242,tsx,tsx,511145,Escherichia coli str. K-12 substr. MG1655
946242,tsx,T6rec,511145,Escherichia coli str. K-12 substr. MG1655
946242,tsx,ECK0405,511145,Escherichia coli str. K-12 substr. MG1655
946241,dicA,ftsT,511145,Escherichia coli str. K-12 substr. MG1655
946241,dicA,ECK1564,511145,Escherichia coli str. K-12 substr. MG1655
946241,dicA,dicA,511145,Escherichia coli str. K-12 substr. MG1655
946240,metC,ECK3000,511145,Escherichia coli str. K-12 substr. MG1655
946240,metC,metC,511145,Escherichia coli str. K-12 substr. MG1655
946239,ynjI,ynjI,511145,Escherichia coli str. K-12 substr. MG1655
946239,ynjI,ECK1760,511145,Escherichia coli str. K-12 substr. MG1655
946238,tcyP,tcyP,511145,Escherichia coli str. K-12 substr. MG1655
946238,tcyP,ECK1727,511145,Escherichia coli str. K-12 substr. MG1655
946238,tcyP,ydjN,511145,Escherichia coli str. K-12 substr. MG1655
946237,ydjO,ECK1728,511145,Escherichia coli str. K-12 substr. MG1655
946237,ydjO,ydjO,511145,Escherichia coli str. K-12 substr. MG1655
946236,yniA,ECK1723,511145,Escherichia coli str. K-12 substr. MG1655
946236,yniA,yniA,511145,Escherichia coli str. K-12 substr. MG1655
946235,cedA,ydjP,511145,Escherichia coli str. K-12 substr. MG1655
946235,cedA,cedA,511145,Escherichia coli str. K-12 substr. MG1655
946235,cedA,ECK1729,511145,Escherichia coli str. K-12 substr. MG1655
946234,katE,katE,511145,Escherichia coli str. K-12 substr. MG1655
946234,katE,ECK1730,511145,Escherichia coli str. K-12 substr. MG1655
946233,eutG,yffV,511145,Escherichia coli str. K-12 substr. MG1655
946233,eutG,eutG,511145,Escherichia coli str. K-12 substr. MG1655
946233,eutG,ECK2448,511145,Escherichia coli str. K-12 substr. MG1655
946232,ydiZ,ydiZ,511145,Escherichia coli str. K-12 substr. MG1655
946232,ydiZ,ECK1722,511145,Escherichia coli str. K-12 substr. MG1655
946231,chbG,celG,511145,Escherichia coli str. K-12 substr. MG1655
946231,chbG,chbG,511145,Escherichia coli str. K-12 substr. MG1655
946231,chbG,ydjC,511145,Escherichia coli str. K-12 substr. MG1655
946231,chbG,ECK1731,511145,Escherichia coli str. K-12 substr. MG1655
946230,pfkB,ECK1721,511145,Escherichia coli str. K-12 substr. MG1655
946230,pfkB,pfkB,511145,Escherichia coli str. K-12 substr. MG1655
946229,aroH,aroH,511145,Escherichia coli str. K-12 substr. MG1655
946229,aroH,ECK1702,511145,Escherichia coli str. K-12 substr. MG1655
946228,yciB,ECK1248,511145,Escherichia coli str. K-12 substr. MG1655
946228,yciB,yciB,511145,Escherichia coli str. K-12 substr. MG1655
946227,helD,helD,511145,Escherichia coli str. K-12 substr. MG1655
946227,helD,srjB,511145,Escherichia coli str. K-12 substr. MG1655
946227,helD,ECK0953,511145,Escherichia coli str. K-12 substr. MG1655
946226,ycgL,ycgL,511145,Escherichia coli str. K-12 substr. MG1655
946226,ycgL,ECK1167,511145,Escherichia coli str. K-12 substr. MG1655
946225,infC,fit,511145,Escherichia coli str. K-12 substr. MG1655
946225,infC,ECK1716,511145,Escherichia coli str. K-12 substr. MG1655
946225,infC,srjA,511145,Escherichia coli str. K-12 substr. MG1655
946225,infC,infC,511145,Escherichia coli str. K-12 substr. MG1655
946224,tpr,tpr,511145,Escherichia coli str. K-12 substr. MG1655
946224,tpr,ECK1224,511145,Escherichia coli str. K-12 substr. MG1655
946223,pheS,ECK1712,511145,Escherichia coli str. K-12 substr. MG1655
946223,pheS,pheS,511145,Escherichia coli str. K-12 substr. MG1655
946223,pheS,phe-act,511145,Escherichia coli str. K-12 substr. MG1655
946222,thrS,thrS,511145,Escherichia coli str. K-12 substr. MG1655
946222,thrS,ECK1717,511145,Escherichia coli str. K-12 substr. MG1655
946221,ynjF,ynjF,511145,Escherichia coli str. K-12 substr. MG1655
946221,ynjF,ECK1756,511145,Escherichia coli str. K-12 substr. MG1655
946220,nlpC,ECK1706,511145,Escherichia coli str. K-12 substr. MG1655
946220,nlpC,nlpC,511145,Escherichia coli str. K-12 substr. MG1655
946219,ydiU,ECK1704,511145,Escherichia coli str. K-12 substr. MG1655
946219,ydiU,ydiU,511145,Escherichia coli str. K-12 substr. MG1655
946218,ydiY,ECK1720,511145,Escherichia coli str. K-12 substr. MG1655
946218,ydiY,ydiY,511145,Escherichia coli str. K-12 substr. MG1655
946217,ydiV,ECK1705,511145,Escherichia coli str. K-12 substr. MG1655
946217,ydiV,rflP,511145,Escherichia coli str. K-12 substr. MG1655
946217,ydiV,ydiV,511145,Escherichia coli str. K-12 substr. MG1655
946216,lpxL,lpxL,511145,Escherichia coli str. K-12 substr. MG1655
946216,lpxL,htrB,511145,Escherichia coli str. K-12 substr. MG1655
946216,lpxL,ECK1039,511145,Escherichia coli str. K-12 substr. MG1655
946216,lpxL,waaM,511145,Escherichia coli str. K-12 substr. MG1655
946215,ydcF,ydcF,511145,Escherichia coli str. K-12 substr. MG1655
946215,ydcF,ECK1407,511145,Escherichia coli str. K-12 substr. MG1655
946214,ydiT,ECK1698,511145,Escherichia coli str. K-12 substr. MG1655
946214,ydiT,ydiT,511145,Escherichia coli str. K-12 substr. MG1655
946213,fadK,ECK1699,511145,Escherichia coli str. K-12 substr. MG1655
946213,fadK,fadK,511145,Escherichia coli str. K-12 substr. MG1655
946213,fadK,ydiD,511145,Escherichia coli str. K-12 substr. MG1655
946212,ydiS,ydiS,511145,Escherichia coli str. K-12 substr. MG1655
946212,ydiS,ECK1697,511145,Escherichia coli str. K-12 substr. MG1655
946211,ydiF,ECK1692,511145,Escherichia coli str. K-12 substr. MG1655
946211,ydiF,ydiF,511145,Escherichia coli str. K-12 substr. MG1655
946210,aroD,ECK1691,511145,Escherichia coli str. K-12 substr. MG1655
946210,aroD,aroD,511145,Escherichia coli str. K-12 substr. MG1655
946209,ppsA,ppsA,511145,Escherichia coli str. K-12 substr. MG1655
946209,ppsA,pps,511145,Escherichia coli str. K-12 substr. MG1655
946209,ppsA,ECK1700,511145,Escherichia coli str. K-12 substr. MG1655
946208,ydaY,ydaY,511145,Escherichia coli str. K-12 substr. MG1655
946208,ydaY,ECK1364,511145,Escherichia coli str. K-12 substr. MG1655
946207,ppsR,ydiA,511145,Escherichia coli str. K-12 substr. MG1655
946207,ppsR,ppsR,511145,Escherichia coli str. K-12 substr. MG1655
946207,ppsR,ECK1701,511145,Escherichia coli str. K-12 substr. MG1655
946206,appA,ECK0971,511145,Escherichia coli str. K-12 substr. MG1655
946206,appA,appA,511145,Escherichia coli str. K-12 substr. MG1655
946205,ydiE,ydiE,511145,Escherichia coli str. K-12 substr. MG1655
946205,ydiE,ECK1703,511145,Escherichia coli str. K-12 substr. MG1655
946204,trpA,trpA,511145,Escherichia coli str. K-12 substr. MG1655
946204,trpA,ECK1254,511145,Escherichia coli str. K-12 substr. MG1655
946204,trpA,try,511145,Escherichia coli str. K-12 substr. MG1655
946204,trpA,tryp,511145,Escherichia coli str. K-12 substr. MG1655
946203,sapD,trkE,511145,Escherichia coli str. K-12 substr. MG1655
946203,sapD,ECK1286,511145,Escherichia coli str. K-12 substr. MG1655
946203,sapD,sapD,511145,Escherichia coli str. K-12 substr. MG1655
946202,puuA,puuA,511145,Escherichia coli str. K-12 substr. MG1655
946202,puuA,ycjK,511145,Escherichia coli str. K-12 substr. MG1655
946202,puuA,ECK1292,511145,Escherichia coli str. K-12 substr. MG1655
946201,lnt,ECK0649,511145,Escherichia coli str. K-12 substr. MG1655
946201,lnt,cutE,511145,Escherichia coli str. K-12 substr. MG1655
946201,lnt,lnt,511145,Escherichia coli str. K-12 substr. MG1655
946200,ydiB,ydiB,511145,Escherichia coli str. K-12 substr. MG1655
946200,ydiB,ECK1690,511145,Escherichia coli str. K-12 substr. MG1655
946199,rstA,ECK1603,511145,Escherichia coli str. K-12 substr. MG1655
946199,rstA,urpT,511145,Escherichia coli str. K-12 substr. MG1655
946199,rstA,rstA,511145,Escherichia coli str. K-12 substr. MG1655
946198,ydiN,ydiN,511145,Escherichia coli str. K-12 substr. MG1655
946198,ydiN,ECK1689,511145,Escherichia coli str. K-12 substr. MG1655
946197,yafE,ECK0210,511145,Escherichia coli str. K-12 substr. MG1655
946197,yafE,yafE,511145,Escherichia coli str. K-12 substr. MG1655
946196,ydiM,ECK1688,511145,Escherichia coli str. K-12 substr. MG1655
946196,ydiM,ydiM,511145,Escherichia coli str. K-12 substr. MG1655
946195,fucI,fucI,511145,Escherichia coli str. K-12 substr. MG1655
946195,fucI,ECK2797,511145,Escherichia coli str. K-12 substr. MG1655
946194,ydiH,ECK1682,511145,Escherichia coli str. K-12 substr. MG1655
946194,ydiH,ydiH,511145,Escherichia coli str. K-12 substr. MG1655
946193,ygcE,ECK2770,511145,Escherichia coli str. K-12 substr. MG1655
946193,ygcE,ygcE,511145,Escherichia coli str. K-12 substr. MG1655
946192,yddH,yddH,511145,Escherichia coli str. K-12 substr. MG1655
946192,yddH,ECK1456,511145,Escherichia coli str. K-12 substr. MG1655
946191,sapB,ECK1288,511145,Escherichia coli str. K-12 substr. MG1655
946191,sapB,sapB,511145,Escherichia coli str. K-12 substr. MG1655
946190,menI,menI,511145,Escherichia coli str. K-12 substr. MG1655
946190,menI,ydiI,511145,Escherichia coli str. K-12 substr. MG1655
946190,menI,ECK1683,511145,Escherichia coli str. K-12 substr. MG1655
946189,ydiJ,ECK1684,511145,Escherichia coli str. K-12 substr. MG1655
946189,ydiJ,ydiJ,511145,Escherichia coli str. K-12 substr. MG1655
946188,yneE,ECK1513,511145,Escherichia coli str. K-12 substr. MG1655
946188,yneE,yneE,511145,Escherichia coli str. K-12 substr. MG1655
946187,glsA,ECK0479,511145,Escherichia coli str. K-12 substr. MG1655
946187,glsA,glsA,511145,Escherichia coli str. K-12 substr. MG1655
946187,glsA,ybaS,511145,Escherichia coli str. K-12 substr. MG1655
946186,hyi,hyi,511145,Escherichia coli str. K-12 substr. MG1655
946186,hyi,ECK0501,511145,Escherichia coli str. K-12 substr. MG1655
946186,hyi,ybbG,511145,Escherichia coli str. K-12 substr. MG1655
946186,hyi,gip,511145,Escherichia coli str. K-12 substr. MG1655
946185,sufS,csdB,511145,Escherichia coli str. K-12 substr. MG1655
946185,sufS,ECK1676,511145,Escherichia coli str. K-12 substr. MG1655
946185,sufS,sufS,511145,Escherichia coli str. K-12 substr. MG1655
946185,sufS,ynhB,511145,Escherichia coli str. K-12 substr. MG1655
946184,marB,marB,511145,Escherichia coli str. K-12 substr. MG1655
946184,marB,ECK1525,511145,Escherichia coli str. K-12 substr. MG1655
946183,ydiK,ydiK,511145,Escherichia coli str. K-12 substr. MG1655
946183,ydiK,ECK1685,511145,Escherichia coli str. K-12 substr. MG1655
946182,torR,torR,511145,Escherichia coli str. K-12 substr. MG1655
946182,torR,ECK0986,511145,Escherichia coli str. K-12 substr. MG1655
946181,ydiL,ECK1687,511145,Escherichia coli str. K-12 substr. MG1655
946181,ydiL,ydiL,511145,Escherichia coli str. K-12 substr. MG1655
946180,fumD,ECK1671,511145,Escherichia coli str. K-12 substr. MG1655
946180,fumD,fumD,511145,Escherichia coli str. K-12 substr. MG1655
946180,fumD,ydhZ,511145,Escherichia coli str. K-12 substr. MG1655
946179,pykF,ECK1672,511145,Escherichia coli str. K-12 substr. MG1655
946179,pykF,pykF,511145,Escherichia coli str. K-12 substr. MG1655
946178,entB,entB,511145,Escherichia coli str. K-12 substr. MG1655
946178,entB,ECK0588,511145,Escherichia coli str. K-12 substr. MG1655
946178,entB,entG,511145,Escherichia coli str. K-12 substr. MG1655
946177,ydhR,ydhR,511145,Escherichia coli str. K-12 substr. MG1655
946177,ydhR,ECK1663,511145,Escherichia coli str. K-12 substr. MG1655
946176,ydfB,ydfB,511145,Escherichia coli str. K-12 substr. MG1655
946176,ydfB,ECK1566,511145,Escherichia coli str. K-12 substr. MG1655
946175,lpp,ECK1673,511145,Escherichia coli str. K-12 substr. MG1655
946175,lpp,lpp,511145,Escherichia coli str. K-12 substr. MG1655
946175,lpp,mlpA,511145,Escherichia coli str. K-12 substr. MG1655
946174,ldtE,ynhG,511145,Escherichia coli str. K-12 substr. MG1655
946174,ldtE,ECK1674,511145,Escherichia coli str. K-12 substr. MG1655
946174,ldtE,ldtE,511145,Escherichia coli str. K-12 substr. MG1655
946173,sufE,sufE,511145,Escherichia coli str. K-12 substr. MG1655
946173,sufE,ECK1675,511145,Escherichia coli str. K-12 substr. MG1655
946173,sufE,ynhA,511145,Escherichia coli str. K-12 substr. MG1655
946172,ydgA,ydgA,511145,Escherichia coli str. K-12 substr. MG1655
946172,ydgA,ECK1609,511145,Escherichia coli str. K-12 substr. MG1655
946171,yneG,ECK1516,511145,Escherichia coli str. K-12 substr. MG1655
946171,yneG,yneG,511145,Escherichia coli str. K-12 substr. MG1655
946170,valV,ECK1661,511145,Escherichia coli str. K-12 substr. MG1655
946170,valV,valV,511145,Escherichia coli str. K-12 substr. MG1655
946169,grxD,ydhD,511145,Escherichia coli str. K-12 substr. MG1655
946169,grxD,ECK1650,511145,Escherichia coli str. K-12 substr. MG1655
946169,grxD,grxD,511145,Escherichia coli str. K-12 substr. MG1655
946168,ydhL,ECK1644,511145,Escherichia coli str. K-12 substr. MG1655
946168,ydhL,ydhL,511145,Escherichia coli str. K-12 substr. MG1655
946167,slyA,ECK1638,511145,Escherichia coli str. K-12 substr. MG1655
946167,slyA,slyA,511145,Escherichia coli str. K-12 substr. MG1655
946166,nemR,ydhM,511145,Escherichia coli str. K-12 substr. MG1655
946166,nemR,nemR,511145,Escherichia coli str. K-12 substr. MG1655
946166,nemR,ECK1645,511145,Escherichia coli str. K-12 substr. MG1655
946165,plsX,ECK1076,511145,Escherichia coli str. K-12 substr. MG1655
946165,plsX,plsX,511145,Escherichia coli str. K-12 substr. MG1655
946164,nemA,ECK1646,511145,Escherichia coli str. K-12 substr. MG1655
946164,nemA,nemA,511145,Escherichia coli str. K-12 substr. MG1655
946164,nemA,ydhN,511145,Escherichia coli str. K-12 substr. MG1655
946163,insH-2,trs5-2,511145,Escherichia coli str. K-12 substr. MG1655
946163,insH-2,yi52_2,511145,Escherichia coli str. K-12 substr. MG1655
946163,insH-2,insH-2,511145,Escherichia coli str. K-12 substr. MG1655
946163,insH-2,ECK0261,511145,Escherichia coli str. K-12 substr. MG1655
946162,pdxY,ydgS,511145,Escherichia coli str. K-12 substr. MG1655
946162,pdxY,ECK1632,511145,Escherichia coli str. K-12 substr. MG1655
946162,pdxY,pdxY,511145,Escherichia coli str. K-12 substr. MG1655
946161,gloA,gloA,511145,Escherichia coli str. K-12 substr. MG1655
946161,gloA,ECK1647,511145,Escherichia coli str. K-12 substr. MG1655
946160,intA,ECK2618,511145,Escherichia coli str. K-12 substr. MG1655
946160,intA,slpA,511145,Escherichia coli str. K-12 substr. MG1655
946160,intA,intX,511145,Escherichia coli str. K-12 substr. MG1655
946160,intA,intA,511145,Escherichia coli str. K-12 substr. MG1655
946159,rnt,rnt,511145,Escherichia coli str. K-12 substr. MG1655
946159,rnt,ECK1648,511145,Escherichia coli str. K-12 substr. MG1655
946158,rsxG,ECK1627,511145,Escherichia coli str. K-12 substr. MG1655
946158,rsxG,rsxG,511145,Escherichia coli str. K-12 substr. MG1655
946158,rsxG,ydgP,511145,Escherichia coli str. K-12 substr. MG1655
946157,leuE,yeaS,511145,Escherichia coli str. K-12 substr. MG1655
946157,leuE,leuE,511145,Escherichia coli str. K-12 substr. MG1655
946157,leuE,ECK1796,511145,Escherichia coli str. K-12 substr. MG1655
946156,lhr,ECK1649,511145,Escherichia coli str. K-12 substr. MG1655
946156,lhr,rhlF,511145,Escherichia coli str. K-12 substr. MG1655
946156,lhr,lhr,511145,Escherichia coli str. K-12 substr. MG1655
946155,ycgJ,ycgJ,511145,Escherichia coli str. K-12 substr. MG1655
946155,ycgJ,ECK1165,511145,Escherichia coli str. K-12 substr. MG1655
946154,ydgK,ECK1622,511145,Escherichia coli str. K-12 substr. MG1655
946154,ydgK,ydgK,511145,Escherichia coli str. K-12 substr. MG1655
946154,ydgK,rsxP,511145,Escherichia coli str. K-12 substr. MG1655
946153,murC,ECK0092,511145,Escherichia coli str. K-12 substr. MG1655
946153,murC,murC,511145,Escherichia coli str. K-12 substr. MG1655
946152,cnu,cnu,511145,Escherichia coli str. K-12 substr. MG1655
946152,cnu,ECK1621,511145,Escherichia coli str. K-12 substr. MG1655
946152,cnu,ydgT,511145,Escherichia coli str. K-12 substr. MG1655
946151,hdhA,ECK1614,511145,Escherichia coli str. K-12 substr. MG1655
946151,hdhA,hsdH,511145,Escherichia coli str. K-12 substr. MG1655
946151,hdhA,hsd,511145,Escherichia coli str. K-12 substr. MG1655
946151,hdhA,hdhA,511145,Escherichia coli str. K-12 substr. MG1655
946150,uidR,uidR,511145,Escherichia coli str. K-12 substr. MG1655
946150,uidR,ECK1613,511145,Escherichia coli str. K-12 substr. MG1655
946150,uidR,gusR,511145,Escherichia coli str. K-12 substr. MG1655
946149,uidA,uidA,511145,Escherichia coli str. K-12 substr. MG1655
946149,uidA,gurA,511145,Escherichia coli str. K-12 substr. MG1655
946149,uidA,gusA,511145,Escherichia coli str. K-12 substr. MG1655
946149,uidA,ECK1612,511145,Escherichia coli str. K-12 substr. MG1655
946148,rsxA,ydgL,511145,Escherichia coli str. K-12 substr. MG1655
946148,rsxA,ECK1623,511145,Escherichia coli str. K-12 substr. MG1655
946148,rsxA,rsxA,511145,Escherichia coli str. K-12 substr. MG1655
946147,fumC,fumC,511145,Escherichia coli str. K-12 substr. MG1655
946147,fumC,ECK1606,511145,Escherichia coli str. K-12 substr. MG1655
946146,rsxB,ydgM,511145,Escherichia coli str. K-12 substr. MG1655
